"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2015";"Réalisation.2016";"Prévision.2017.PAP.2017";"Prévision.2017.PAP.2018";"Réalisation.2017";"Année.cible";"Valeur.cible";"Degré.de.réalisation";"Code.Ministère";"Ministère"
"Budget général";"Conseil et contrôle de l'État";"P165";"Conseil d'État et autres juridictions administratives";"471";"P165.3";"Améliorer l'efficience des juridictions";"2516";"P165.3.2";"Nombre d'affaires réglées par agent de greffe";"Contribuable";"";"";"3337";"Dans les tribunaux administratifs.";"";"";"SSI Documenté";"Nbre";"198";"200";"190";"200";"221";"2017";"190";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P165";"Conseil d'État et autres juridictions administratives";"471";"P165.3";"Améliorer l'efficience des juridictions";"2516";"P165.3.2";"Nombre d'affaires réglées par agent de greffe";"Contribuable";"";"";"19891";"A la Cour nationale du droit d'asile";"";"";"SSI Documenté";"Nbre";"241";"275";"280";"290";"310";"2017";"285";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P165";"Conseil d'État et autres juridictions administratives";"3590";"P165.4";"Assurer l'efficacité du travail consultatif";"4409";"P165.4.1";"Proportion des textes examinés en moins de deux mois par les sections administratives du Conseil d'Etat";"Usager";"";"";"6366";"Lois et ordonnances";"";"";"SSI Documenté";"%";"96";"96";"95";"96";"96,6";"2017";"95";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P165";"Conseil d'État et autres juridictions administratives";"3590";"P165.4";"Assurer l'efficacité du travail consultatif";"4409";"P165.4.1";"Proportion des textes examinés en moins de deux mois par les sections administratives du Conseil d'Etat";"Usager";"";"";"6367";"Décrets";"";"";"SSI Documenté";"%";"86";"87";"80";"87,2";"93,8";"2017";"80";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"131";"P126.1";"Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation";"131";"P126.1.1";"Production intellectuelle du CESE";"Citoyen";"";"";"19911";"Nombre d'avis produits";"";"";"SSI Documenté";"nombre";"32";"15";"25";"25";"27";"2017";"25";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"131";"P126.1";"Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation";"131";"P126.1.1";"Production intellectuelle du CESE";"Citoyen";"";"";"4458";"Etudes et communications";"";"";"SSI Documenté";"nombre";"2";"0";"5";"5";"1";"2017";"5";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"131";"P126.1";"Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation";"3330";"P126.1.2";"Activités partenariales";"Citoyen";"";"";"19909";"Nombre de colloques et évènements institutionnels organisés par le CESE ou en partenariat";"";"";"SSI Documenté";"nombre";"236";"180";"200";"200";"230";"2017";"200";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"131";"P126.1";"Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation";"3330";"P126.1.2";"Activités partenariales";"Citoyen";"";"";"19910";"Nombre de personnes ayant participé à un de ces colloques et évènements organisés au CESE";"";"";"SSI Documenté";"nombre";"60000";"50000";"50000";"50000";"51000";"2017";"50000";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"131";"P126.1";"Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation";"3331";"P126.1.3";"Diffusion des avis du CESE et mention dans la presse de l'institution et de ses travaux";"Usager";"";"";"21466";"Nombre de visiteurs";"";"";"SSI Documenté";"nombre";"408987";"395933";"410000";"400000";"380950";"2017";"330000";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"131";"P126.1";"Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation";"3331";"P126.1.3";"Diffusion des avis du CESE et mention dans la presse de l'institution et de ses travaux";"Usager";"";"";"19913";"Retombées presse (articles mentionnant le CESE, son Président, ses membres, ses travaux à travers la presse écrite, web et audiovisuelle)";"";"";"SSI Documenté";"Nombre";"5000";"3126";"6000";"6000";"7240";"2017";"7500";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"3336";"P126.2.1";"Assiduité aux réunions";"Usager";"";"";"4467";"Taux de présence en plénières";"";"";"SSI Documenté";"%";"70";"73";"70";"70";"72";"2017";"75";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"3336";"P126.2.1";"Assiduité aux réunions";"Usager";"";"";"4468";"Taux de présence en sections";"";"";"SSI Documenté";"%";"60";"77";"70";"70";"74";"2017";"70";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"10382";"P126.2.2";"Fonctionnement";"Contribuable";"";"";"10635";"Evolution des dépenses de fonctionnement stricto sensu par membre";"";"";"SSI Documenté";"€";"17606";"18211";"17000";"17000";"20800";"2017";"18000";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"10382";"P126.2.2";"Fonctionnement";"Contribuable";"";"";"19916";"Pourcentage des recettes de valorisation du Palais d'Iena par rapport au budget du CESE";"";"";"SSI Documenté";"%";"4,6";"7.7";"5";"5";"4.8";"2017";"5";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"12837";"P126.2.3";"Gestion environnementale de l'institution";"Citoyen";"";"";"20044";"Bilan carbone des déplacements des membres du CESE";"";"";"SSI Documenté";"Tonne de CO2";"1255";"1271";"1150";"1150";"1200";"2017";"1200";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"12837";"P126.2.3";"Gestion environnementale de l'institution";"Citoyen";"";"";"20045";"Consommation annuelle de gaz";"";"";"SSI Documenté";"Mètre cube";"131811";"134177";"123700";"123700";"140000";"2017";"165000";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"12837";"P126.2.3";"Gestion environnementale de l'institution";"Citoyen";"";"";"20046";"Consommation électrique";"";"";"SSI Documenté";"kWh";"1851291";"1648109";"1700000";"1700000";"1740000";"2017";"1750000";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P126";"Conseil économique, social et environnemental";"132";"P126.2";"Assurer le bon fonctionnement de l'institution";"12837";"P126.2.3";"Gestion environnementale de l'institution";"Citoyen";"";"";"21446";"Consommation d'eau";"";"";"SSI Documenté";"mètres cubes";"4521";"4304";"4300";"4300";"4600";"2017";"4400";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"434";"P164.1";"Garantir la qualité des comptes publics";"434";"P164.1.1";"Part contrôlée des comptes tenus par les comptables publics (en masse financière)";"Citoyen";"";"";"434";"Cour des comptes";"";"";"SSI Documenté";"%";"16";"33";"15-25";"15-25";"13,5";"2017";"15-25";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"434";"P164.1";"Garantir la qualité des comptes publics";"434";"P164.1.1";"Part contrôlée des comptes tenus par les comptables publics (en masse financière)";"Citoyen";"";"";"2595";"Chambres régionales et territoriales des comptes";"";"";"SSI Documenté";"%";"21,27";"20,63";"15-25";"15-25";"17,6";"2017";"15-25";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"434";"P164.1";"Garantir la qualité des comptes publics";"13162";"P164.1.2";"Effets sur les comptes des travaux de certification";"Citoyen";"";"";"20928";"Taux de prise en compte des corrections proposées par la Cour";"";"";"SSI Documenté";"%";"38,55";"31,7";"48,2";"SO";"24,8";"2017";"78";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"435";"P164.2";"Contribuer à l'amélioration de la gestion publique et des politiques publiques";"10129";"P164.2.1";"Suites données aux recommandations de la Cour et des chambres régionales et territoriales des comptes";"Citoyen";"";"";"10267";"Cour des comptes et chambres régionales et territoriales des comptes";"";"";"SSI Documenté";"%";"70";"72";"75";"75";"75,9";"2017";"75";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"435";"P164.2";"Contribuer à l'amélioration de la gestion publique et des politiques publiques";"12205";"P164.2.2";"Délais des travaux d'examen de la gestion";"Citoyen";"";"";"20883";"Cour des comptes";"";"";"SSI Documenté";"mois";"17";"16,3";"16-18";"16-18";"15,6";"2017";"16-18";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"435";"P164.2";"Contribuer à l'amélioration de la gestion publique et des politiques publiques";"12205";"P164.2.2";"Délais des travaux d'examen de la gestion";"Citoyen";"";"";"17743";"Chambres régionales et territoriales des comptes";"";"";"SSI Documenté";"mois";"14,72";"14,79";"13-15";"13-15";"15,06";"2017";"13-15";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"438";"P164.3";"Assister les pouvoirs publics";"438";"P164.3.1";"Réalisation des travaux demandés par les pouvoirs publics dans les délais";"Usager";"";"";"4537";"Cour des comptes";"";"";"SSI Documenté";"%";"100";"100";"95";"95";"95";"2017";"95";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"438";"P164.3";"Assister les pouvoirs publics";"437";"P164.3.2";"Nombre d'auditions au Parlement";"Citoyen";"";"";"20884";"Cour des comptes et chambres régionales et territoriales des comptes";"";"";"SSI Documenté";"Nombre";"34";"57";"30";"30";"35";"2017";"30";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"440";"P164.4";"Informer les citoyens";"439";"P164.4.1";"Nombre de retombées presse";"Citoyen";"";"";"20885";"Cour des comptes";"";"";"SSI Documenté";"Nombre";"30022";"26824";"18000";"26000";"35413";"2017";"17000";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"440";"P164.4";"Informer les citoyens";"439";"P164.4.1";"Nombre de retombées presse";"Citoyen";"";"";"21736";"Chambres régionales et territoriales des comptes";"";"";"SSI Documenté";"Nombre";"6614";"7728";"4000";"6400";"6924";"2017";"3500";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"440";"P164.4";"Informer les citoyens";"13161";"P164.4.2";"Fréquentation du site Internet des juridictions financières";"Citoyen";"";"";"20927";"Nombre de visiteurs uniques sur le site Internet des juridictions financières";"";"";"SSI Documenté";"Nombre";"643180";"662831";"637000";"660000";"653947";"2017";"750000";"Cible atteinte";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"11596";"P164.5";"Sanctionner les irrégularités et la mauvaise gestion";"13160";"P164.5.1";"Délais de jugement";"Usager";"";"";"20929";"Cour des comptes";"";"";"SSI Documenté";"Mois";"10,24";"11,4";"11";"11-oct";"11,6";"2017";"10";"Absence d'amélioration";"MIN12";"Services du Premier ministre"
"Budget général";"Conseil et contrôle de l'État";"P164";"Cour des comptes et autres juridictions financières";"11596";"P164.5";"Sanctionner les irrégularités et la mauvaise gestion";"13160";"P164.5.1";"Délais de jugement";"Usager";"";"";"20930";"Chambres régionales et territoriales des comptes";"";"";"SSI Documenté";"Mois";"9,3";"9,6";"7,9";"8,8";"8,51";"2017";"8";"Cible atteinte";"MIN12";"Services du Premier ministre"
