"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Indicateur.de.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2010";"Réalisation.2011";"Prévision.2012.PAP.2012";"Prévision.2012.PAP.2013";"Réalisation.2012";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"802";"P305.1";"Assurer la qualité de l'analyse et des prévisions présentées dans le projet de loi de finances, dans le domaine des évolutions économiques et dans celui des recettes fiscales";"802";"P305.1.2";"Fiabilité des prévisions de recettes fiscales";"Citoyen";"";"";"802";"Montant de recettes fiscales";"";"";"SSI Documenté";"Md€";"253,6";"255";"Voies et moyens 2012";"270,3";"268,4";"2013";"ND";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"802";"P305.1";"Assurer la qualité de l'analyse et des prévisions présentées dans le projet de loi de finances, dans le domaine des évolutions économiques et dans celui des recettes fiscales";"802";"P305.1.2";"Fiabilité des prévisions de recettes fiscales";"Citoyen";"";"";"2828";"Ecart prévision de recettes fiscales / réalisation";"";"";"SSI NON Documenté";"%";"-0,6 % (réalisation / PLF)";"+0,5 % (réalisation / PLF)";"";"Voies et moyens 2013";"-0,7 % (réalisation / PLF 2013)";"2013";"ND";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"804";"P305.2";"Contribuer à l'accessibilité et à la clarté de la norme fiscale et accélérer la production des textes d'application de la législation fiscale";"803";"P305.2.1";"Délais de codification et de production des textes d'application";"Citoyen";"";"";"803";"Date d'achèvement du code applicable au 1er janvier";"";"";"SSI Documenté";"Date";"27-avr-10";"11-juin-11";"1er avril 2012";"04-mai-12";"06-mai-12";"2013";"1er avril 2013";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"804";"P305.2";"Contribuer à l'accessibilité et à la clarté de la norme fiscale et accélérer la production des textes d'application de la législation fiscale";"803";"P305.2.1";"Délais de codification et de production des textes d'application";"Citoyen";"";"";"2825";"Pourcentage de textes d'application publiés dans le délai de 6 mois après l'entrée en vigueur du texte appliqué";"";"";"SSI Documenté";"%";"76,2";"42,6";"75";"75";"71,7";"2013";"75";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"809";"P305.3";"Assurer la transposition des directives européennes dans les délais";"809";"P305.3.1";"Performance des services pour la transposition des directives sous la responsabilité de la Direction générale du Trésor";"Citoyen";"";"";"12392";"Performance administrative";"";"";"SSI Documenté";"ratio";"1";"1";"1";"1";"1";"2013";"1";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"809";"P305.3";"Assurer la transposition des directives européennes dans les délais";"809";"P305.3.1";"Performance des services pour la transposition des directives sous la responsabilité de la Direction générale du Trésor";"Citoyen";"";"";"12393";"Performance communautaire";"";"";"SSI Documenté";"ratio";"0,7";"0,7";"1";"1";"0,7";"2013";"1";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"10832";"P305.4";"Assurer l'efficacité du réseau international de la Direction générale du Trésor";"11836";"P305.4.1";"Taux de satisfaction sur les demandes de veilles sectorielles et d'analyses comparatives internationales";"Usager";"";"";"15891";"Taux de satisfaction des administrations clientes sur les veilles et études comparatives internationales";"";"";"SSI Documenté";"%";"98,04";"92,3";">90";">90";"96";"2013";">95";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"10832";"P305.4";"Assurer l'efficacité du réseau international de la Direction générale du Trésor";"11836";"P305.4.1";"Taux de satisfaction sur les demandes de veilles sectorielles et d'analyses comparatives internationales";"Usager";"";"";"17915";"Taux de retour des questionnaires d'évaluation";"";"";"SSI Documenté";"%";"60,7";"66,1";">62,5";">62,5";"65";"2013";">65";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"11411";"P305.5";"Assurer un traitement efficace du surendettement";"12652";"P305.5.1";"Capacité de la Banque de France à traiter dans les meilleurs délais un dossier de surendettement";"Usager";"";"";"19831";"Délai moyen de traitement d'un dossier sur l'ensemble de la procédure";"(nouveau)";"";"SSI Documenté";"mois";"-";"4,5";"5,5";"5,5";"4,02";"2013";"5,5";"MIN57";"Économie, finances et industrie"
"Budget général";"Économie";"P305";"Stratégie économique et fiscale";"11411";"P305.5";"Assurer un traitement efficace du surendettement";"12652";"P305.5.1";"Capacité de la Banque de France à traiter dans les meilleurs délais un dossier de surendettement";"Usager";"";"";"19832";"Pourcentage de dossiers faisant l'objet d'une décision d'orientation, d'irrecevabilité ou de clôture dans un délai maximum de 3 mois à compter de la date de dépôt du dossier";"(nouveau)";"";"SSI Documenté";"%";"-";"96,6";"96";"97";"98,62";"2013";"97";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"281";"P117.1";"Couvrir le programme d'émission en toute sécurité";"280";"P117.1.1";"Adjudications non couvertes";"Citoyen";"";"";"8039";"Adjudications non couvertes";"";"";"SSI Documenté";"Nombre";"0";"0";"0";"0";"0";"2013";"0";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"281";"P117.1";"Couvrir le programme d'émission en toute sécurité";"281";"P117.1.2";"Taux de couverture moyen des adjudications";"Citoyen";"Indicateur de mission";"";"281";"Adjudications de BTF";"";"";"SSI Documenté";"%";"280";"264";"200";"200";"285";"2013";"200";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"281";"P117.1";"Couvrir le programme d'émission en toute sécurité";"281";"P117.1.2";"Taux de couverture moyen des adjudications";"Citoyen";"Indicateur de mission";"";"2605";"Adjudications d'OAT et de BTAN";"";"";"SSI Documenté";"%";"214";"238";"150";"150";"242";"2013";"150";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"284";"P117.2";"Améliorer la pertinence des choix de mise en oeuvre de la gestion de la dette obligataire";"282";"P117.2.1";"Indicateur temps";"Citoyen";"";"";"282";"Ecart de performance entre le programme réel d'émission et les résultats qu'une réalisation linéaire du programme aurait obtenus (mesuré en valeur de marché et exprimé en points de base équivalent 10 ans)";"";"(libellé modifié)";"SSI Documenté";"Points de base";"5";"5,8";"+10 à -10";"+10 à -10";"8,8";"2013";"+10 à -10";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"284";"P117.2";"Améliorer la pertinence des choix de mise en oeuvre de la gestion de la dette obligataire";"283";"P117.2.2";"Indicateur allocation";"Citoyen";"";"";"283";"Ecart de performance entre le programme réel d'émission et les résultats que la stratégie de référence définie en début d'exercice aurait obtenus (mesuré en valeur de marché et exprimé en points de base équivalent 10 ans)";"";"";"SSI Documenté";"Points de base";"-3,5";"0,9";"+10 à -10";"+10 à -10";"0,6";"2013";"+10 à -10";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"285";"P117.3";"Piloter la durée de vie moyenne de la dette après swaps";"285";"P117.3.1";"Durée de vie moyenne de la dette après swaps";"Contribuable";"";"";"8494";"Durée de vie moyenne de la dette après swaps";"";"";"SSI Documenté";"Année";"7,2";"7,1";"7,2";"-";"7,1";"2013";"-";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"286";"P117.4";"Optimiser le solde du compte de l'Etat à la Banque de France en fin de journée en fonction des conditions de marché";"286";"P117.4.1";"Solde du compte de l'Etat à la Banque de France en fin de journée";"Contribuable";"";"";"17019";"Pourcentage de journées où la cible fixée au départ pour le solde a été atteinte";"";"";"SSI Documenté";"%";"91";"90";"80";"n. s.";"n. s.";"2013";"80";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"287";"P117.5";"Placer les excédents ponctuels de trésorerie de l'Etat au meilleur prix";"287";"P117.5.1";"Rémunération des opérations de dépôts";"Contribuable";"";"";"8250";"Rémunération des opérations de dépôts (prêts de liquidités) réalisées avec les Spécialistes en Valeurs du Trésor (SVT)";"";"";"SSI Documenté";"%";"EONIA - 0,062";"EONIA + 0,064";"EONIA";"EONIA";"EONIA  + 0,085";"2013";"EONIA";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"287";"P117.5";"Placer les excédents ponctuels de trésorerie de l'Etat au meilleur prix";"288";"P117.5.2";"Rémunération des opérations de pensions livrées";"Contribuable";"";"";"7966";"Rémunération des opérations de pensions livrées (prêts de liquidités garantis par une mise en pension auprès du Trésor de titres d'Etat d'un montant équivalent) réalisées avec les Spécialistes en Valeur du Trésor";"";"(libellé modifié)";"SSI Documenté";"%";"SWAP EONIA - 0,088";"SWAP EONIA - 0,089";"SWAP EONIA - 0,02";"n. s.";"SWAP EONIA - 0,089";"2013";"SWAP EONIA - 0,02";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"289";"P117.6";"Améliorer l'information préalable par les correspondants du Trésor de leurs opérations financières affectant le compte du Trésor";"289";"P117.6.1";"Taux d'annonce des collectivités territoriales";"Citoyen";"";"";"8303";"Taux d'annonce par les collectivités territoriales et par leurs établissements publics de leurs opérations financières supérieures à un million d'euros et affectant le compte du Trésor";"";"";"SSI Documenté";"%";"97";"95";"95";"95";"98";"2013";"95";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"289";"P117.6";"Améliorer l'information préalable par les correspondants du Trésor de leurs opérations financières affectant le compte du Trésor";"10159";"P117.6.2";"Taux d'annonce des établissements publics";"Citoyen";"";"";"10328";"Taux d'annonce par les établissements publics nationaux de leurs opérations financières supérieures à un million d'euros et affectant le compte du Trésor";"";"";"SSI Documenté";"%";"97";"98";"95";"95";"97";"2013";"95";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"292";"P117.7";"Obtenir un niveau de contrôle des risques de qualité constante et qui minimise la survenance d'incidents";"291";"P117.7.1";"Qualité du système de contrôle";"Citoyen";"";"";"291";"Incidents ou infractions au cahier interne de procédures";"";"";"SSI Documenté";"Nombre d'occurrences";"0";"0";"0";"2";"2";"2013";"0";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"292";"P117.7";"Obtenir un niveau de contrôle des risques de qualité constante et qui minimise la survenance d'incidents";"291";"P117.7.1";"Qualité du système de contrôle";"Citoyen";"";"";"2607";"Notation externe du contrôle interne : Système de contrôle des opérations et des procédures internes";"";"";"SSI Documenté";"Note entre 1 et 4";"2";"2";"1";"1";"2";"2013";"1";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"292";"P117.7";"Obtenir un niveau de contrôle des risques de qualité constante et qui minimise la survenance d'incidents";"291";"P117.7.1";"Qualité du système de contrôle";"Citoyen";"";"";"2608";"Notation externe du contrôle interne : Organisation comptable et traitement de l'information";"";"";"SSI Documenté";"Note entre 1 et 4";"1";"1";"1";"1";"1";"2013";"1";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"292";"P117.7";"Obtenir un niveau de contrôle des risques de qualité constante et qui minimise la survenance d'incidents";"291";"P117.7.1";"Qualité du système de contrôle";"Citoyen";"";"";"2609";"Notation externe du contrôle interne : Système de mesure des risques et des résultats";"";"";"SSI Documenté";"Note entre 1 et 4";"1";"1";"1";"1";"1";"2013";"1";"MIN57";"Économie, finances et industrie"
"Budget général";"Engagements financiers de l'État";"P117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"292";"P117.7";"Obtenir un niveau de contrôle des risques de qualité constante et qui minimise la survenance d'incidents";"291";"P117.7.1";"Qualité du système de contrôle";"Citoyen";"";"";"2610";"Notation externe du contrôle interne : Système de surveillance et de maîtrise des risques";"";"";"SSI Documenté";"Note entre 1 et 4";"1";"1";"1";"1";"1";"2013";"1";"MIN57";"Économie, finances et industrie"
