"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Numéro.Objectif";"Objectif";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Sous.indicateur";"Unité";"Réalisation.2014";"Réalisation.2015";"Prévision.2016.PAP.2016";"Prévision.2016.PAP.2017";"Réalisation.2016";"Année.cible";"Valeur.cible";"Code.Ministère.LFI.2016";"Ministère.LFI.2016"
"Budget général";"Écologie, développement et mobilité durables";"P181";"Prévention des risques";"P181.3";"Réduire la vulnérabilité des personnes, des biens et de l'environnement aux risques naturels majeurs et hydrauliques";"P181.3.2";"Prévention des inondations";"Citoyen";"";"Pourcentage de la population habitant en zone inondable protégée par un projet de prévention du risque inondation accompagné par l'Etat";"%";"33";"55,7";"59";"59";"58";"2017";"63";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P181";"Prévention des risques";"P181.3";"Réduire la vulnérabilité des personnes, des biens et de l'environnement aux risques naturels majeurs et hydrauliques";"P181.3.2";"Prévention des inondations";"Citoyen";"";"Fiabilité de la carte vigilance crues";"%";"83";"75";"87";"85";"80";"2017";"87";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P181";"Prévention des risques";"P181.4";"Assurer un contrôle performant de la sûreté nucléaire et de la radioprotection et renforcer l'information du public";"P181.4.1";"Maîtrise des délais de publication des décisions de l'Autorité de sûreté nucléaire";"Usager";"";"Décisions de l'ASN de l'année N prises dans les délais prévus";"%";"95";"90";"90";"90";"91";"2017";"90";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P181";"Prévention des risques";"P181.4";"Assurer un contrôle performant de la sûreté nucléaire et de la radioprotection et renforcer l'information du public";"P181.4.2";"Connaissance de l'action de l'ASN";"Usager";"";"Niveau de connaissance auprès du grand public";"%";"30";"30";"30";"35";"37";"2017";"35";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P181";"Prévention des risques";"P181.5";"Mettre en sécurité l'ensemble du territoire minier";"P181.5.1";"Nombre de défaillances sur les installations hydrauliques de sécurité ayant généré une indisponibilité supérieure à 2 heures";"Usager";"";"Nombre de défaillances sur les installations hydrauliques de sécurité ayant généré une indisponibilité supérieure à 2 heures.";"nombre";"11";"14";"12";"SO";"8";"2017";"12";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P174";"Énergie, climat et après-mines";"P174.1";"Maîtriser l'énergie en réduisant la consommation et en développant l'usage des énergies renouvelables";"P174.1.1";"Efficience du fonds chaleur renouvelable de l'ADEME";"Contribuable";"";"Filière biomasse industrie euros/Tep";"€/tep";"363";"615";"540";"600";"599";"2017";"540";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P174";"Énergie, climat et après-mines";"P174.1";"Maîtriser l'énergie en réduisant la consommation et en développant l'usage des énergies renouvelables";"P174.1.1";"Efficience du fonds chaleur renouvelable de l'ADEME";"Contribuable";"";"Filière biomasse autres secteurs euros/Tep";"€/tep";"670";"805";"1500";"1500";"875 hors dynamic bois";"2017";"1500";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P174";"Énergie, climat et après-mines";"P174.1";"Maîtriser l'énergie en réduisant la consommation et en développant l'usage des énergies renouvelables";"P174.1.1";"Efficience du fonds chaleur renouvelable de l'ADEME";"Contribuable";"";"Filière solaire thermique euros/Tep";"€/tep";"10318";"11789";"12000";"12000";"11000";"2017";"12000";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P174";"Énergie, climat et après-mines";"P174.1";"Maîtriser l'énergie en réduisant la consommation et en développant l'usage des énergies renouvelables";"P174.1.1";"Efficience du fonds chaleur renouvelable de l'ADEME";"Contribuable";"";"Filière géothermie euros/tep";"€/tep";"1517";"729";"1500";"1500";"1763";"2017";"1500";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P174";"Énergie, climat et après-mines";"P174.2";"Réduire les émissions de gaz à effet de serre";"P174.2.1";"Emissions de gaz à effet de serre par habitant";"Citoyen";"";"Emissions de gaz à effet de serre par habitant";"";"6,18";"6,2";"6,30";"5,89";"6,34";"2017";"<6,36";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P345";"Service public de l'énergie";"";"";"";"";"";"";"";"";"";"";"";"";"";NA;"";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.1";"Mobiliser les pouvoirs publics et la société civile en faveur de la transition écologique vers un développement durable";"P217.1.1";"Mobiliser les acteurs en faveur de la transition écologique et soutenir le développement des emplois de l'économie verte";"Citoyen";"";"Nombre total de projets territoriaux de développement durable et d'agendas 21 locaux reconnus (cumulé)";"nombre de projets";"470";"536";"550";"";"NC";"2017";"600";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.1";"Mobiliser les pouvoirs publics et la société civile en faveur de la transition écologique vers un développement durable";"P217.1.1";"Mobiliser les acteurs en faveur de la transition écologique et soutenir le développement des emplois de l'économie verte";"Citoyen";"";"Nombre total d'emplois dans les éco-activités";"ETP";"455600";"462500 (prévision)";"483300";"476400";"474400 (prévision)";"2017";"497800";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.2";"Etre une administration exemplaire, au regard du développement durable, dans la maîtrise des moyens de fonctionnement";"P217.2.1";"Ratio d'efficience bureautique";"Contribuable";"";"Ratio d'efficience bureautique";"€/poste";"880";"876";"856";"856";"843";"2017";"851";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.2";"Etre une administration exemplaire, au regard du développement durable, dans la maîtrise des moyens de fonctionnement";"P217.2.2";"Efficience de la gestion immobilière";"Contribuable";"";"Ratio entretien courant / SUB  en administration centrale";"€ / m2";"32,80";"36,30";"36,80";"36,8";"36,81";"2017";"37,4";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.2";"Etre une administration exemplaire, au regard du développement durable, dans la maîtrise des moyens de fonctionnement";"P217.2.2";"Efficience de la gestion immobilière";"Contribuable";"";"Ratio d'occupation (SUN / poste de travail) en administration centrale";"m² / poste";"13,24";"12,55";"12,30";"12,5";"12,8";"2017";"11,46";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.2";"Etre une administration exemplaire, au regard du développement durable, dans la maîtrise des moyens de fonctionnement";"P217.2.3";"Taux moyen des émissions de CO2 (en g/km) des voitures particulières";"Citoyen";"";"Taux moyen des émissions de CO2 (en g/km) du stock annuel de voitures particulières de services utilisées (achetées ou louées)";"g/Km";"117";"113";"114";"111";"112";"2017";"113";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.2";"Etre une administration exemplaire, au regard du développement durable, dans la maîtrise des moyens de fonctionnement";"P217.2.3";"Taux moyen des émissions de CO2 (en g/km) des voitures particulières";"Citoyen";"";"Taux moyen des émissions de CO2 (en g/km) des voitures particulières achetées ou louées dans l'année";"g/Km";"94";"93";"89";"91";"95";"2017";"87";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.2";"Etre une administration exemplaire, au regard du développement durable, dans la maîtrise des moyens de fonctionnement";"P217.2.4";"Efficience de la fonction achat";"Contribuable";"";"Efficience de la fonction achat";"M€";"19,9";"19,0";"20,0";"45";"59,9 (prévision)";"2017";"20";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.3";"Appliquer une politique des ressources humaines responsable";"P217.3.1";"Effort en matière de formation";"Usager";"";"Nombre moyen de jours de formation suivis par agent";"jours";"6,5";"6,53";"6,5";"6,5";"6,11";"2017";"6,5";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.3";"Appliquer une politique des ressources humaines responsable";"P217.3.2";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"";"Ratio d'efficience de la gestion des ressources humaines";"%";"3,30";"3,39";"3,10";"3,2";"3,3";"2017";"3";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"P217.3";"Appliquer une politique des ressources humaines responsable";"P217.3.3";"Taux d'emploi des travailleurs handicapés au sein des deux ministères";"Citoyen";"";"Taux d'emploi des travailleurs handicapés au sein des deux ministères";"%";"7,86";"7,96";"7,00";"7";"8,17 (prévision)";"2017";"7";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Économie";"P134";"Développement des entreprises et du tourisme";"MDB.1 (P134.1)";"Renforcer l'efficacité des aides aux entreprises";"P134.1.1";"Ecart entre le taux de croissance des entreprises aidées par Bpifrance financement et celui des entreprises comparables";"Citoyen";"Stratégique mission";"Ecart entre le taux de croissance de la valeur ajoutée des entreprises aidées par Bpifrance financement et le taux de croissance de la valeur ajoutée des entreprises comparables";"points";"6,6 (génération 2011)";"8,7 (génération 2012)";">=10 (génération 2013)";">=10";"7,8";"2017";">=10 (génération 2014)";"";""
"Budget général";"Économie";"MDB.2.1";NA;"MDB.2";"Développer un environnement juridique et administratif favorable à la création et à la croissance des entreprises";"MDB.2.1";"Rang de classement de la France dans l'étude « Doing Business » de la Banque Mondiale";"Citoyen";"Stratégique mission";"Rang de classement international de la France en matière de réglementation des affaires (zone OCDE)";"Rang";"20";"19";"<= 20";"<= 20";"20";"2017";"<= 20";"";""
